district_name,area_key,area_label,goal_count,action_count,metric_count,action_dollars,externalizable_dollars,movement_points,movement_improving,movement_flat,movement_worsening,movement_negative_share,pace_metrics,pace_positive,pace_negative,pace_negative_share,top_action_1,top_action_1_dollars,top_action_2,top_action_2_dollars,metric_example_1,metric_example_1_status,metric_example_1_diff
Buena Park Elementary School District,chronic_absenteeism,Chronic Absenteeism & Attendance Recovery,0,3,1,1099437.0,860592.0,22,0,0,22,1.0,1,0,1,1.0,"Middle School
Attendance Clerks",162891.0,"Student Engagement
and Outreach Clerk",429671.0,"Chronic Absenteeism
Source: Dashboard",moving_away,5.9%
Los Alamitos Unified School District,mtss_intervention,"MTSS, Tutoring & Targeted Intervention",0,11,0,2806796.0,2522665.8,0,0,0,0,0.0,0,0,0,0.0,"Academic
Interventions",1192950.0,"Educational
Technology",350668.0,,,
La Habra City School District,college_career_readiness,"College, Career & Postsecondary Readiness",1,10,0,2993234.0,2496102.5,0,0,0,0,0.0,0,0,0,0.0,"Additional
Professional
Learning for College
and Career
Readiness",3212.0,"Integration of
Educational
Technology",265938.0,,,
Centralia Elementary School District,math_proficiency,Math Proficiency,0,6,1,4325677.0,2377305.5,5,5,0,0,0.0,1,1,0,0.0,"2.8 Additional
Certificated Teachers",1175488.0,"1.6 Supplemental
Programs",595632.0,"Math Data
CAASPP Math
CA Dashboard (2023)
iReady local indicator",at_or_above_target,2024 CAASPP
Lowell Joint School District,mtss_intervention,"MTSS, Tutoring & Targeted Intervention",0,20,0,3204877.0,2286758.35,0,0,0,0,0.0,0,0,0,0.0,"Progress Monitoring
and Support of
English Learners",182769.0,"MTSS Coordination
and Monitoring of
UPPs",332189.0,,,
Los Alamitos Unified School District,college_career_readiness,"College, Career & Postsecondary Readiness",0,9,5,2981476.0,2279666.5,7,7,0,0,0.0,5,5,0,0.0,"Increase AP Access
& Dual Enrollment",17253.0,"Increase A-G
Completion &
College Readiness",50000.0,A-G & CTE Completion,on_track,Decrease of 9.1%
Lowell Joint School District,chronic_absenteeism,Chronic Absenteeism & Attendance Recovery,1,15,2,3927681.0,1170179.8,34,1,1,32,0.9412,0,0,0,0.0,"Attendance
Monitoring",12000.0,"Establish a Chronic
Absenteeism Team",0.0,"CA Dashboard Data on
Chronic Absenteeism
Enter information in
this box when
completing the LCAP
for 2024-25 or when
adding a new metric.",,-6 percentage
La Habra City School District,chronic_absenteeism,Chronic Absenteeism & Attendance Recovery,0,3,1,1576639.0,1116672.1,1,1,0,0,0.0,1,0,1,1.0,"Monitor Attendance
Rates",972033.0,"Chronic Absenteeism
-Other Student
Groups",0.0,District Attendance Rate,off_track,+.51%
Buena Park Elementary School District,mental_health_wellness,"Mental Health, SEL & Wellness",0,14,0,3849729.0,2209324.8,0,0,0,0,0.0,0,0,0,0.0,"Wellness Teacher on
Special Assignment",116999.0,"Outdoor Wellness
Activities",18670.0,,,
Brea Olinda Unified School District,mental_health_wellness,"Mental Health, SEL & Wellness",2,27,2,5444716.0,2143751.3,4,4,0,0,0.0,0,0,0,0.0,"Social Worker for
Secondary Schools",111538.0,"Junior High
Intervention
Counselor and High
School
Interventions/CTE
Counselor (BOHS)",260000.0,"Community agency
partnerships established
for promoting positive
social-emotional and
mental health well-being",,"metric, the 2024-"
Ocean View School District,chronic_absenteeism,Chronic Absenteeism & Attendance Recovery,0,5,5,1243678.0,953735.3,25,7,0,18,0.72,2,1,1,0.5,"Social-Emotional
Supports",523083.0,"Services for Foster
Youth",16500.0,"CA Dashboard - Chronic
Absenteeism Rate
School and Student
Group
Source: CA School
Dashboard",off_track,Decreased 15.9%
Huntington Beach City School District,mtss_intervention,"MTSS, Tutoring & Targeted Intervention",0,10,0,3230773.0,2113373.5,0,0,0,0,0.0,0,0,0,0.0,"Positive Behavior
Interventions &
Supports (PBIS)",86000.0,"Targeted
Interventions",32495.0,,,
Huntington Beach Union High School District,graduation_credit_recovery,"Graduation, Credit Recovery & Alternative Pathways",1,10,4,2518428.0,2072233.2,0,0,0,0,0.0,0,0,0,0.0,Expanded Day Opportunities,322636.0,Student Support Systems,204062.0,"Cohort graduation
rates (DataQuest)
four-year adjusted
cohort graduation
rate",,
Buena Park Elementary School District,ela_proficiency,ELA Proficiency & Literacy,1,8,2,3046425.0,2009471.3,21,21,0,0,0.0,1,1,0,0.0,"Reading and Writing
Workshop
Professional
Learning",56010.0,"Learning Recovery -
Tier 3 Reading
Intervention",1558973.0,"CAASPP ELA - Distance
from Standard (DFS)
Source: CA Dashboard
and DataQuest",,Improved 0.8
Huntington Beach Union High School District,math_proficiency,Math Proficiency,0,8,6,2341269.0,1982046.1,0,0,0,0,0.0,0,0,0,0.0,"Resources to Support Course
Access",993930.0,Special Education Supports,711730.0,"Smarter Balanced
(SBAC)
Mathematics
(% of students
scoring at
achievement levels
Standard Met &
Exceeded)
Dashboard
[Distance from
Standard: DFS
reported as
+ (points above) or
- (points below)]",,
Rowland Unified School District,math_proficiency,Math Proficiency,1,5,6,2488197.0,1746932.4,19,14,3,2,0.1053,2,2,0,0.0,"Responsive and
Aligned Professional
Development",1766098.0,"Curriculum and
Materials",349750.0,"Early Assessment
Program (EAP) -
Percentage of Students
Prepared for College
% Standard Exceeded
(Ready) or Met
(Conditionally Ready) on
11th Grade Smarter
Balanced ELA & Math
Assessments",,ELA: -4.3%
Cypress School District,english_learner_progress,English Learner Progress & Reclassification,0,12,3,3363869.0,1920261.0,4,4,0,0,0.0,2,2,0,0.0,"English Learner
Support",57417.0,"English Learner
Support",32201.0,"Students, including
English learners, receive
instruction aligned to
California State
Standards
(Priority 2)",at_or_above_target,100%.
Saddleback Valley Unified School District,family_community_engagement,Family & Community Engagement,1,16,2,2202697.0,1351860.0,53,29,3,21,0.3962,2,2,0,0.0,"Family Engagement:
Promote Parent
Participation",0.0,"Family Engagement:
School Community
Outreach Liaisons
(SCOLs)",1268130.0,SVUSD Parent Survey,at_or_above_target,2025 Difference
Ocean View School District,school_climate_suspension,"School Climate, Behavior & Suspension",0,5,4,736595.0,650285.5,20,2,0,18,0.9,3,0,3,1.0,"Proactively Support
Student Behaviors",16000.0,"Supportive School
Climate",35431.0,"CA Dashboard -
Suspension District
Source: CA School
Dashboard",off_track,Decreased 0.7%
La Habra City School District,graduation_credit_recovery,"Graduation, Credit Recovery & Alternative Pathways",0,2,0,2044559.0,1840103.1,0,0,0,0,0.0,0,0,0,0.0,School Counselors,1072526.0,"Monitor Attendance
Rates",972033.0,,,
Garden Grove Unified School District,chronic_absenteeism,Chronic Absenteeism & Attendance Recovery,0,2,3,1807375.0,1603665.3,7,6,0,1,0.1429,0,0,0,0.0,ATTENDANCE,1730801.0,"Personnel to Support
Academic Skills and
Socio-emotional
Wellbeing and Mental
Wellness",76574.0,Chronic Absenteeism,,N/A until 2026
Lowell Joint School District,college_career_readiness,"College, Career & Postsecondary Readiness",0,11,1,3846193.0,1812952.2,2,2,0,0,0.0,0,0,0,0.0,STEAM Enrichment,48124.0,Learning Coaches,1126027.0,"For parent engagement
around attendance,
number of workshops
conducted and number
of home visits completed",,+2 home visits.
Brea Olinda Unified School District,mtss_intervention,"MTSS, Tutoring & Targeted Intervention",0,34,0,2719373.0,1751101.65,0,0,0,0,0.0,0,0,0,0.0,"Extended Learning
Opportunities via
Child Development
Services Summer
Camp",400000.0,"MTSS Interventions
and Supports",16278.0,,,
Lowell Joint School District,ela_proficiency,ELA Proficiency & Literacy,0,11,2,2242434.0,1704928.15,1,0,1,0,0.0,1,1,0,0.0,"ELD, Reading
Intervention, Spanish
Elective, and AP
Spanish Language at
Rancho",74375.0,"Early Literacy-
Preschool Program",46165.0,"Data from Constant
Contact for Newsletters
and Brochures with Early
Literacy information
including participation in
Ready4K.
Metric Discontinued
effective 2024-25",,
La Habra City School District,data_technology,Data Systems & Instructional Technology,0,6,0,2017317.0,1678312.5,0,0,0,0,0.0,0,0,0,0.0,Technology Access,0.0,"Technology
Infrastructure -
Staffing",786338.0,,,
Orange Unified School District,graduation_credit_recovery,"Graduation, Credit Recovery & Alternative Pathways",0,2,4,1325597.0,918560.7,13,5,2,6,0.4615,4,3,1,0.25,"College and Career
Readiness",1138453.0,"Foster Youth
Coordinator",187144.0,"High School dropout
rate:
*reduced 0.5% per year",moving_away,2.4%
Lowell Joint School District,family_community_engagement,Family & Community Engagement,0,10,7,1903126.0,1356148.9,7,4,2,1,0.1429,2,2,0,0.0,Family Engagement,15000.0,"School Site Council
and DELAC",0.0,"Family Survey Results:
Awareness of
Involvement
Opportunities",,-1 percentage
Lowell Joint School District,data_technology,Data Systems & Instructional Technology,0,12,0,1963079.0,1475025.25,0,0,0,0,0.0,0,0,0,0.0,"Classified Staffing-
Data Systems
Analyst",167395.0,"Classified Staffing-
Technology
Department",477486.0,,,
Fountain Valley School District,data_technology,Data Systems & Instructional Technology,0,5,0,1622442.0,1432035.4,0,0,0,0,0.0,0,0,0,0.0,"Support and maintain
infrastructure,
classroom
technology and
devices",936212.0,"Improve access to
technology to support
student achievement",413194.0,,,
Huntington Beach City School District,ela_proficiency,ELA Proficiency & Literacy,2,6,4,2002631.0,1407883.35,28,28,0,0,0.0,3,3,0,0.0,Literacy Coaches,321218.0,"Literacy Resources
for Home-
DISCONTINUED
2025-2026",0.0,"CAASPP ELA- District
% Meet or Exceeds
Grades 3-8
Source: CAASPP-
ELPAC Public Reporting
Site (caaspp-
elpac.ets.org)",,0.5% growth from
Los Alamitos Unified School District,mental_health_wellness,"Mental Health, SEL & Wellness",0,6,0,1606526.0,1401409.0,0,0,0,0,0.0,0,0,0,0.0,"Student Social-
Emotional Well-Being",323750.0,"Student Mental
Health",1085228.0,,,
Los Alamitos Unified School District,ela_proficiency,ELA Proficiency & Literacy,0,5,1,1710715.0,1386396.0,1,1,0,0,0.0,1,1,0,0.0,"English Language
Arts (ELA) Support",233535.0,"Academic
Interventions",1192950.0,Seal of Biliteracy,on_track,Decrease of 1.4%
Placentia Yorba Linda Unified School District,graduation_credit_recovery,"Graduation, Credit Recovery & Alternative Pathways",0,4,9,1643075.46,1110557.13,13,8,2,3,0.2308,4,4,0,0.0,"High School Credit
Recovery Programs",219233.14,"Mentoring Services
for FY",167725.0,"High School Dropout
Rate",,0.6%
Centralia Elementary School District,data_technology,Data Systems & Instructional Technology,0,5,0,2546465.0,1358720.15,0,0,0,0,0.0,0,0,0,0.0,"1.1 Access to
Resources",1000000.0,"1.4 Curriculum and
Instruction Support
and Resources",415342.0,,,
Buena Park Elementary School District,college_career_readiness,"College, Career & Postsecondary Readiness",2,5,1,1962201.0,1347465.0,28,28,0,0,0.0,1,1,0,0.0,"District Passion
Programs / CTE
Pathways",216890.0,"Passion Programs
/CTE Pathways",37500.0,"Student Connectedness
and Engagement
Source: SEL Survey,
LCAP Survey",at_or_above_target,Spring 2025
Fountain Valley School District,mtss_intervention,"MTSS, Tutoring & Targeted Intervention",0,4,0,1891801.0,1340009.75,0,0,0,0,0.0,0,0,0,0.0,"Provide intervention
for students identified
as performing below
grade level",1272795.0,"Improve access to
technology to support
student achievement",413194.0,,,
Irvine Unified School District,chronic_absenteeism,Chronic Absenteeism & Attendance Recovery,2,10,4,1072494.0,678151.15,134,92,2,40,0.2985,3,1,2,0.6667,"Attendance Support for
Foster Youth",0.0,"School Attendance and
Chronic Absenteeism-
Targeted",230000.0,"Chronic
Absenteeism
Rate Indicator
CA Dashboard
LCFF Priority 5:
Student
Engagement",moving_away,ALL: -2.6% (Green)
Tustin Unified School District,graduation_credit_recovery,"Graduation, Credit Recovery & Alternative Pathways",2,8,4,1643992.0,1084615.85,10,7,1,2,0.2,2,2,0,0.0,"LREBG Action-
School-Based
Intervention Supports
for Students
Experiencing
Learning Loss in
Grades 6-12",316693.0,"Increase Opportunity
and Access for
Students with
Disabilities",0.0,"High School Dropout
Rates",,2023 vs 2024
Los Alamitos Unified School District,math_proficiency,Math Proficiency,0,3,0,1448485.0,1300576.5,0,0,0,0,0.0,0,0,0,0.0,Math Support,245335.0,"Academic
Interventions",1192950.0,,,
Cypress School District,college_career_readiness,"College, Career & Postsecondary Readiness",0,8,0,1928241.0,1253011.9,0,0,0,0,0.0,0,0,0,0.0,Student Services,1164481.0,"Monitoring &
Assessing Student
Progress",513130.0,,,
Brea Olinda Unified School District,data_technology,Data Systems & Instructional Technology,0,15,0,1968997.0,1233020.75,0,0,0,0,0.0,0,0,0,0.0,"Technology Device
Refresh",275000.0,"Digital Safety
Membership: Google
Security and
Scanning Software to
Identify At-Risk
Students",75000.0,,,
Tustin Unified School District,family_community_engagement,Family & Community Engagement,1,5,5,2518259.0,1215468.2,20,20,0,0,0.0,0,0,0,0.0,"2.1 Targeted Parent
and Student
Engagement
(Community
Liaisons)",679855.0,"5.2 Services and
Supports for English
Learners",930715.0,Title 1 Parent Survey,,23-24 vs 224-25
Savanna Elementary School District,mental_health_wellness,"Mental Health, SEL & Wellness",0,2,0,1821740.0,1184131.0,0,0,0,0,0.0,0,0,0,0.0,Counseling Services,1043052.0,Health Services,778688.0,,,
Huntington Beach City School District,math_proficiency,Math Proficiency,2,3,3,1680413.0,1182330.75,16,16,0,0,0.0,3,3,0,0.0,"Professional
Learning
Communities (PLC)",1106227.0,"Supplemental
Technology Software
Programs",306765.0,"CAASPP Math- School
& Student Group
source: 2023 CA School
Dashboard",on_track,Smith- 2.7 DFS
Cypress School District,school_climate_suspension,"School Climate, Behavior & Suspension",0,5,1,1713477.0,1180950.6,1,0,1,0,0.0,1,1,0,0.0,Attendance,26100.0,Attendance,8641.0,"Pupil suspension rates
(Priority 6)",at_or_above_target,Maintained a <1%
Fountain Valley School District,math_proficiency,Math Proficiency,0,1,5,1272795.0,827316.75,5,2,1,2,0.4,3,3,0,0.0,"Provide intervention
for students identified
as performing below
grade level",1272795.0,,0.0,"Percentage of English
Learners Meeting or
Exceeding grade level
standards on the
Smarter Balance
Assessment for
Mathematics",at_or_above_target,-9% from baseline
Huntington Beach City School District,college_career_readiness,"College, Career & Postsecondary Readiness",0,6,1,1727361.0,1152216.6,2,2,0,0,0.0,1,1,0,0.0,"Professional
Learning
Communities (PLC)",1106227.0,Literacy Coaches,321218.0,"CHKS- School
Connectedness
% of students feel
connected to school
source: 2023-2024 CA
Healthy Kids Survey
(students)",on_track,increase 4%
Ocean View School District,special_education_inclusion,Special Education & Inclusion,0,4,4,852576.0,767318.4,12,6,0,6,0.5,4,4,0,0.0,"Parent Education &
Regular School-to-
Home
Communication",657164.0,"Gifted and Talented
Education (GATE)
Programs",124981.0,"CAASPP Assessments -
English Language Arts
for Student Groups:
Standard Met and
Exceeded
Source: CAASPP",on_track,4.37%
Ocean View School District,family_community_engagement,Family & Community Engagement,1,2,10,1691284.0,1005095.6,14,7,5,2,0.1429,8,8,0,0.0,"Parent Education &
Regular School-to-
Home
Communication",657164.0,"Innovative Schools &
Program",1034120.0,"Annual Parent Survey:
Participation
Source: OVSD Parent
Survey",,-152 Responses/-
Brea Olinda Unified School District,special_education_inclusion,Special Education & Inclusion,0,7,1,930400.0,538135.45,14,13,0,1,0.0714,1,0,1,1.0,"Special Education
Program Specialist",157103.0,Program Specialist,153103.0,"Percentage of students
at or above grade level
(Grades K-8) as
measured by iReady
Reading and Math
diagnostics and/or
meeting or exceeding
the standard (Grades 3-
12) as measured by
CAASPP ELA and Math.",off_track,The 2024-2025
Cypress School District,data_technology,Data Systems & Instructional Technology,0,3,0,1903065.0,1098392.5,0,0,0,0,0.0,0,0,0,0.0,"Positive Supports &
Engagement",1125.0,"Monitoring &
Assessing Student
Progress",513130.0,,,
Brea Olinda Unified School District,family_community_engagement,Family & Community Engagement,1,16,2,1598002.0,1057824.5,6,6,0,0,0.0,0,0,0,0.0,"Parent Engagement
Activities",13000.0,"Staffing for
Attendance
Interventions",100000.0,"Provide opportunities for
family engagement or
parent/guardian training
regarding academic
programs, supporting
their students at home,
and articulation K-12.",,In the 2024-2025
Lowell Joint School District,math_proficiency,Math Proficiency,0,4,0,1435129.0,1052968.45,0,0,0,0,0.0,0,0,0,0.0,"Math Intervention
Rancho Starbuck",53769.0,Learning Coaches,1126027.0,,,
Placentia Yorba Linda Unified School District,family_community_engagement,Family & Community Engagement,0,19,0,2177654.52,1041135.28,0,0,0,0,0.0,0,0,0,0.0,"District English
Learner Advisory
Committee (DELAC)
and English Learner
Advisory Committee
(ELAC) Groups",20000.0,Parent Engagement,129000.0,,,
Savanna Elementary School District,english_learner_progress,English Learner Progress & Reclassification,0,9,2,2132277.0,1034132.3,9,9,0,0,0.0,2,2,0,0.0,"Professional
Development ELD",3500.0,Counseling Services,1043052.0,"English Learner
Reclassification Rate",on_track,.2%
Savanna Elementary School District,school_climate_suspension,"School Climate, Behavior & Suspension",0,2,1,1048052.0,681233.8,4,2,0,2,0.5,0,0,0,0.0,"Positive Behavioral
Interventions and
Supports",5000.0,Counseling Services,1043052.0,"CA School Dashboard
Suspension Rate",,0.4% (blue)
Saddleback Valley Unified School District,data_technology,Data Systems & Instructional Technology,0,10,0,1128133.0,965572.45,0,0,0,0,0.0,0,0,0,0.0,"Universal Program:
Digital Citizenship
Program for All
Students",0.0,"Targeted Program:
Technology Licenses
and Subscriptions",812308.0,,,
Tustin Unified School District,chronic_absenteeism,Chronic Absenteeism & Attendance Recovery,2,4,2,674305.0,417006.2,57,44,0,13,0.2281,1,0,1,1.0,"LEA Attendance
Secretary",94299.0,Full Time Counselor,176453.0,"CA DataQuest Indicator
Chronic Absenteeism",off_track,between 2023 to
Buena Park Elementary School District,school_climate_suspension,"School Climate, Behavior & Suspension",1,4,2,1105528.0,692752.05,39,28,0,11,0.2821,1,1,0,0.0,"Behavior Response
Team",267025.0,"Enhanced Condition
of Learning",554163.0,"Suspensions
Source: Dashboard",,0.8%
Buena Park Elementary School District,family_community_engagement,Family & Community Engagement,0,7,5,1372903.0,867901.2,10,10,0,0,0.0,0,0,0,0.0,Parent Workshops,30000.0,LCAP Advisory group,10000.0,"Passion Programs
(VAPA, STEM, AVID, IB)
Source: LCAP Parent
Survey & BPSD VAPA
Parent Survey",,6%
Centralia Elementary School District,family_community_engagement,Family & Community Engagement,1,4,2,663869.0,426115.5,2,2,0,0,0.0,1,0,1,1.0,"3.8 Parent Support
Services Translators
(English Learners)",180611.0,"3.1 Parent
Engagement &
Community",132432.0,"Parent Input in Decision
Making
Local Indicator and/or
Local Survey",off_track,progress at 57%.
Fountain Valley School District,college_career_readiness,"College, Career & Postsecondary Readiness",1,6,0,1115660.0,850151.2,0,0,0,0,0.0,0,0,0,0.0,"Promote student
engagement and
school
connectedness",30000.0,"Develop leadership
capacity needed to
promote engagement
and school
connectedness",30000.0,,,
Cypress School District,mental_health_wellness,"Mental Health, SEL & Wellness",0,4,0,1200347.0,847416.1,0,0,0,0,0.0,0,0,0,0.0,Student Services,1164481.0,Attendance,26100.0,,,
Huntington Beach City School District,school_climate_suspension,"School Climate, Behavior & Suspension",1,8,3,893948.0,579068.45,5,2,1,2,0.4,1,1,0,0.0,"Positive Behavior
Interventions &
Supports (PBIS)",86000.0,"Tiered Behavior
Supports",14000.0,"Suspension Rate-
District
source: 2024 CA
Dashboard",,.4%
Placentia Yorba Linda Unified School District,data_technology,Data Systems & Instructional Technology,0,4,0,883337.26,795003.53,0,0,0,0,0.0,0,0,0,0.0,Engaged Community,31230.0,"EL Progress
Monitoring and
Intervention",30000.0,,,
Centralia Elementary School District,special_education_inclusion,Special Education & Inclusion,0,2,4,1314769.0,470624.8,12,11,1,0,0.0,3,1,2,0.6667,"1.4 Curriculum and
Instruction Support
and Resources",415342.0,"2.5 Learning Center
Model (English
Learners)",899427.0,"Programs and services
developed and provided
to unduplicated pupils
and students with
exceptional needs
Local data
Special Programs
Enrollment (Intervention
Program)",off_track,100%.
Savanna Elementary School District,chronic_absenteeism,Chronic Absenteeism & Attendance Recovery,0,3,4,804876.0,521860.0,11,6,0,5,0.4545,2,2,0,0.0,"Attendance
Incentives",26188.0,"Early Identification of
Chronic Absenteeism",0.0,"California Dashboard
Chronic Absenteeism
Rate - DISTRICT DATA",,4.1%
Los Alamitos Unified School District,school_climate_suspension,"School Climate, Behavior & Suspension",0,5,1,467098.0,377933.8,2,0,0,2,1.0,0,0,0,0.0,Student Safety,3000.0,"Student Social-
Emotional Well-Being",323750.0,"Suspension/Expulsion
Rate",,Increase of 0.2%
Ocean View School District,data_technology,Data Systems & Instructional Technology,0,2,0,1796875.0,718750.0,0,0,0,0,0.0,0,0,0,0.0,"Innovative Schools &
Program",1034120.0,"Well-Rounded
Educational
Experiences",762755.0,,,
Huntington Beach City School District,family_community_engagement,Family & Community Engagement,2,6,5,882839.0,569169.0,16,15,1,0,0.0,4,3,1,0.25,"Parent Engagement
Acitivites",7991.0,"Parent Education-
MS, EL, Preschool-
DISCONTINUED
2025-2026",0.0,"CHKS- Caring Adult
% feel there are caring
adults at school
source: 2023-2024 CA
Healthy Kids Survey
(parents/staff/students)",off_track,9%
Tustin Unified School District,school_climate_suspension,"School Climate, Behavior & Suspension",1,3,1,957989.0,561990.1,13,10,0,3,0.2308,0,0,0,0.0,"2.3 Increased
Counselors and
Behaviors Supports",569650.0,"2.5 Alternative to
Suspension",231547.0,Suspension Rates,,2023 vs 2024 CA
Laguna Beach Unified School District,chronic_absenteeism,Chronic Absenteeism & Attendance Recovery,0,2,1,725394.0,510830.7,6,4,0,2,0.3333,1,1,0,0.0,"Multi-Tiered Systems
of Support (MTSS):
Social-Emotional,
Behavior, and
Attendance
Intervention Support",251981.0,"2.2 Health and
Wellness Services",473413.0,"Chronic Absenteeism
Rate",on_track,All students: -5.6%
Huntington Beach City School District,special_education_inclusion,Special Education & Inclusion,1,3,6,1016963.0,665595.2,36,36,0,0,0.0,5,5,0,0.0,Reduce Class Size,925578.0,Community Liaisons,91385.0,"CAASPP ELA- District
% Meet or Exceeds
Grades 3-8
Source: CAASPP-
ELPAC Public Reporting
Site (caaspp-
elpac.ets.org)",,0.5% growth from
Tustin Unified School District,special_education_inclusion,Special Education & Inclusion,1,6,2,936422.0,591968.4,11,10,0,1,0.0909,0,0,0,0.0,"Special Education
Support Certificated
Staff",241405.0,"Special Education
Classified Support
Staff",127054.0,"Programs and Services
for Unduplicated Pupils
and Students with
Exceptional Needs -
AVID",,Students 6-8
Westminster School District,chronic_absenteeism,Chronic Absenteeism & Attendance Recovery,0,1,1,334025.0,233817.5,8,2,0,6,0.75,1,0,1,1.0,Attendance,334025.0,,0.0,"Attendance:
* Chronic
Absenteeism",moving_away,5.7%
Huntington Beach Union High School District,special_education_inclusion,Special Education & Inclusion,0,1,1,711730.0,640557.0,0,0,0,0,0.0,0,0,0,0.0,Special Education Supports,711730.0,,0.0,"Parent and family
engagement:
Parental
participation for
individuals with
exceptional needs
(c.3)",,
Buena Park Elementary School District,math_proficiency,Math Proficiency,1,6,2,975226.0,624364.9,14,14,0,0,0.0,1,1,0,0.0,"Middle School
Classroom
Mathematics
Materials",27000.0,"Math Professional
Development",0.0,"CAASPP Math -
Distance from Standard
(DFS)
Source: CA Dashboard
and DataQuest",,Improved 4.4
Ocean View School District,college_career_readiness,"College, Career & Postsecondary Readiness",0,2,0,1285838.0,618951.8,0,0,0,0,0.0,0,0,0,0.0,"Well-Rounded
Educational
Experiences",762755.0,"Social-Emotional
Supports",523083.0,,,
Placentia Yorba Linda Unified School District,special_education_inclusion,Special Education & Inclusion,0,9,2,731347.32,397594.24,2,1,0,1,0.5,2,2,0,0.0,"Special Education
Staff Training",13449.92,"Student Study Team
and 504 Plan
Coordination",174473.4,"Suspension Rate for
Students with Disabilities",at_or_above_target,5.1%
Centralia Elementary School District,chronic_absenteeism,Chronic Absenteeism & Attendance Recovery,0,3,2,960271.0,386575.6,2,1,0,1,0.5,1,1,0,0.0,"3.3 Attendance
Support/Clerical
Specialists I",356321.0,3.4 Health Clerks,368657.0,"Chronic Absenteeism
Rate
Local Data (attendance
tracking), CALPADS-
EOY",,Decrease of 1.12%
Centralia Elementary School District,school_climate_suspension,"School Climate, Behavior & Suspension",0,2,2,663952.0,376291.9,4,2,0,2,0.5,1,1,0,0.0,"3.5 PBIS &
Restorative Practices",369037.0,"2.10 Instructional
Aides (IA)",294915.0,"Suspension Rate
Local Data",,Increase of 0.39%
Centralia Elementary School District,mental_health_wellness,"Mental Health, SEL & Wellness",0,2,0,850918.0,510550.8,0,0,0,0,0.0,0,0,0,0.0,"3.2 Social Worker/
MTSS Counselor
(Foster Youth,
Homeless)",482261.0,3.4 Health Clerks,368657.0,,,
Huntington Beach City School District,chronic_absenteeism,Chronic Absenteeism & Attendance Recovery,0,2,3,373010.0,242456.5,15,1,0,14,0.9333,0,0,0,0.0,"Interventions for
Chronic Absenteeism",4000.0,"Assistant Principals
at Middle School",369010.0,"Chronic Absenteeism
Rate- School & Student
Groups
source: 2024 CA
Dashboard",,3 goals
Los Alamitos Unified School District,data_technology,Data Systems & Instructional Technology,0,3,0,492933.0,442439.7,0,0,0,0,0.0,0,0,0,0.0,"Educational
Technology",350668.0,"Professional
Development",136265.0,,,
Lowell Joint School District,school_climate_suspension,"School Climate, Behavior & Suspension",0,2,3,364790.0,237113.5,8,1,1,6,0.75,1,1,0,0.0,"ABA Class and
Program Specialist
Position",364790.0,"Professional
Development",0.0,"District/School Climate
Survey Results",at_or_above_target,95% that they feel
Buena Park Elementary School District,data_technology,Data Systems & Instructional Technology,0,2,0,1303094.0,413528.9,0,0,0,0,0.0,0,0,0,0.0,Technology,866208.0,Library Media Clerks,436886.0,,,
Brea Olinda Unified School District,graduation_credit_recovery,"Graduation, Credit Recovery & Alternative Pathways",0,7,2,464039.0,290077.3,8,6,0,2,0.25,0,0,0,0.0,APEX Licenses,30000.0,"Secondary Summer
School",0.0,Dropout Rate,,There was 2.1%
Brea Olinda Unified School District,math_proficiency,Math Proficiency,0,2,1,267500.0,173875.0,14,13,0,1,0.0714,1,0,1,1.0,"Extended
Learning/Tutoring",67500.0,iReady,200000.0,"Percentage of students
at or above grade level
(Grades K-8) as
measured by iReady
Reading and Math
diagnostics and/or
meeting or exceeding
the standard (Grades 3-
12) as measured by
CAASPP ELA and Math.",off_track,The 2024-2025
Ocean View School District,mental_health_wellness,"Mental Health, SEL & Wellness",0,3,0,574514.0,356137.7,0,0,0,0,0.0,0,0,0,0.0,"Social-Emotional
Supports",523083.0,"Supportive School
Climate",35431.0,,,
Los Alamitos Unified School District,special_education_inclusion,Special Education & Inclusion,0,3,3,388950.0,327085.0,30,30,0,0,0.0,3,3,0,0.0,"Instructional
Materials",64200.0,Parent Engagement,1000.0,"CAASPP Results (grade
11)",on_track,0.7%
Los Alamitos Unified School District,english_learner_progress,English Learner Progress & Reclassification,0,5,1,380293.0,316343.1,1,1,0,0,0.0,1,1,0,0.0,"English Learner
Supports",50305.0,"Long Term English
Learner (LTEL)
Supports",15000.0,"English Learner
Reclassification Rate",at_or_above_target,Increase of 4.1%
Capistrano Unified School District,data_technology,Data Systems & Instructional Technology,0,3,0,350700.0,315630.0,0,0,0,0,0.0,0,0,0,0.0,"Educational
Technology -
Teachers on Special
Assignment",175000.0,"Chromebooks and
Technology Refresh",10000.0,,,
Huntington Beach City School District,mental_health_wellness,"Mental Health, SEL & Wellness",0,4,0,746579.0,310255.35,0,0,0,0,0.0,0,0,0,0.0,"Continue Elementary
and Middle School
Counselors",700084.0,"Middle School SEL-
DISCONTINUED
2025-2026",0.0,,,
