district_name,area_key,area_label,goal_count,action_count,metric_count,action_dollars,externalizable_dollars,movement_points,movement_improving,movement_flat,movement_worsening,movement_negative_share,pace_metrics,pace_positive,pace_negative,pace_negative_share,top_action_1,top_action_1_dollars,top_action_2,top_action_2_dollars,metric_example_1,metric_example_1_status,metric_example_1_diff
Franklin-McKinley Elementary School District,math_proficiency,Math Proficiency,0,6,4,1083178.0,705215.7,0,0,0,0,0.0,0,0,0,0.0,"Teaching and
Learning: PK-8
Continuum of Core
Instruction (SCG)",167326.0,"Teaching and
Learning:
Core and
Supplemental,
Instructional
Materials &
Resources",429315.0,"Student Achievement:
Priority 4.A
Percent of students in
grades 3-8 who met or
exceed standard in
MATHEMATICS
Data Source: California
Assessment of Student",,
Mt. Pleasant Elementary School District (MPESD),college_career_readiness,"College, Career & Postsecondary Readiness",3,7,0,1084279.0,635141.0,0,0,0,0,0.0,0,0,0,0.0,"Prepare Students for
College and Career
Readiness",383475.0,Parent Engagement,14000.0,,,
Los Gatos-Saratoga Union High School District,mental_health_wellness,"Mental Health, SEL & Wellness",1,2,0,967800.0,629070.0,0,0,0,0,0.0,0,0,0,0.0,Student Well-Being,940800.0,"Multi-Tiered System
of Supports (MTSS)",27000.0,,,
Saratoga Union School District,chronic_absenteeism,Chronic Absenteeism & Attendance Recovery,0,10,2,291098.0,228049.6,7,2,0,5,0.7143,1,0,1,1.0,"A district Attendance
Committee with
representatives from
each school will be
formed to create
district protocols and
build strategies at
each MTSS tier.
District CA
Dashboard data
shows LEA student
groups
(Socioeconomically
Disadvantaged
28.1% chronically
absent and Students
with Disabilities",0.0,"School
Refusal/Avoidance
Teams at each
school site to
address Chronic
Absenteeism due to
School Refusal
CA Dashboard
shows Foothill
Elementary School
as overall 13.7%
chronically absent
and specifically Asian
students as 11.8%
chronically absent,
and Students with
Disabilities 22%
chronically absent",0.0,"Priority 5: Student
Engagement
Chronic Absenteeism
Rate
Source:CA Dashboard",moving_away,+2.0%
Los Altos Elementary School District,special_education_inclusion,Special Education & Inclusion,0,2,0,1487904.0,604595.4,0,0,0,0,0.0,0,0,0,0.0,"STUDENTS WITH
DISABILITIES",1440735.0,"PARENT
INPUT/FEEDBACK
(Priority 3A/B/C)",47169.0,,,
Union Elementary School District,math_proficiency,Math Proficiency,0,4,0,913301.0,591145.65,0,0,0,0,0.0,0,0,0,0.0,"Science, Technology,
Engineering, Arts and
Mathematics",30000.0,"Elementary School
Interventions",667039.0,,,
Palo Alto Unified School District,ela_proficiency,ELA Proficiency & Literacy,0,1,4,359703.0,197836.65,10,3,0,7,0.7,1,0,1,1.0,Literacy,359703.0,,0.0,"P4.A Percentage of third
grade students in the
following groups that
meet or exceed standard
on SBAC English
Language Arts (ELA):
English Learners,
Hispanic, SED,
Hispanic & SED, SWD
Source: CAASPP
website",moving_away,10.8%
Lakeside Joint School District,special_education_inclusion,Special Education & Inclusion,0,7,2,409406.0,266701.4,5,5,0,0,0.0,1,0,1,1.0,"Provide fundamental
foundations that
support, reflect, and
model diversity,
equity, inclusion, and
belonging for Low
Income, Foster
Youth, English
Language Learners,
and SPED
Learning tools with
fidelity
collaboration, and
communication between
families and staff",3000.0,"Provide fundamental
foundations that support,
reflect, and model
diversity, equity,
inclusion, and belonging
for Low Income, Foster
Youth, English
Language Learners, and
SPED",3000.0,CAASPP results,moving_away,1 Outcome was
Mountain View Whisman School District,data_technology,Data Systems & Instructional Technology,0,7,0,769519.0,499018.5,0,0,0,0,0.0,0,0,0,0.0,Technology Devices,552996.0,Technology Coach,178423.0,,,
Oak Grove School District,school_climate_suspension,"School Climate, Behavior & Suspension",0,2,0,1123486.0,491757.7,0,0,0,0,0.0,0,0,0,0.0,"Positive Behavior
Interventions and
Supports",141211.0,"Special Education
Behavioral Supports",982275.0,,,
Mt. Pleasant Elementary School District (MPESD),data_technology,Data Systems & Instructional Technology,0,8,0,621788.0,491205.05,0,0,0,0,0.0,0,0,0,0.0,"Internet Access and
Technology Devices",500.0,"Supplemental
Instructional
Apps and Technology
Support",92780.0,,,
Orchard School District,special_education_inclusion,Special Education & Inclusion,1,6,0,965000.0,491000.0,0,0,0,0,0.0,0,0,0,0.0,"Expanded learning
opportunities to
support students",190000.0,Support Services,295000.0,,,
Fremont Union High School District,math_proficiency,Math Proficiency,0,2,1,395312.0,217421.6,13,10,0,3,0.2308,1,0,1,1.0,"Mathematics:
Instruction",197656.0,Mathematics: Instruction,197656.0,"By student group,
increase to 100% the
percentage of students
deemed “ready for
college” or ""conditionally
ready for college"" as
measured on CAASPP
with a score of 3 or 4 to
indicate ""met or
exceeded standard"" in
the area of ELA and
Mathematics.",off_track,American:+20%/+3
Santa Clara Unified School District,chronic_absenteeism,Chronic Absenteeism & Attendance Recovery,0,3,2,596178.0,239965.7,5,5,0,0,0.0,1,0,1,1.0,"Provide support and
engage with students
and families, with a
focus on foster and
unhoused youth, to
increase regular
school attendance,
and decrease chronic
absenteeism.",295100.0,"Provide support and
engage with students
and families, with a
focus on foster and
unhoused youth, to
increase regular school
attendance, and
decrease chronic
absenteeism.",295100.0,"Districtwide average
attendance rates.
(Action 2.4)",off_track,Overall: +0.7%.
Milpitas Unified School District,family_community_engagement,Family & Community Engagement,0,9,0,638885.0,432616.2,0,0,0,0,0.0,0,0,0,0.0,"Parent Education
Workshops and
Events",142176.0,"English Learner
Parent Workshops",5775.0,,,
Orchard School District,ela_proficiency,ELA Proficiency & Literacy,0,5,3,288000.0,176900.0,19,12,2,5,0.2632,1,0,1,1.0,"ELA and Math
curriculum, resources
and tools to support
EL middle school and
elementary
programming in
Kinder through 8th
grade",14000.0,"ELA and Math
curriculum, resources
and tools to support EL
middle school and
elementary programming
in Kinder through 8th
grade",14000.0,"Percent of students
performing at or above
standard on the Smarter
Balance ELA and Math
assessments and the
California Science Test
(CAST)",moving_away,(2023-24)
Campbell Union School District,mtss_intervention,"MTSS, Tutoring & Targeted Intervention",0,10,0,652527.0,381874.65,0,0,0,0,0.0,0,0,0,0.0,"After School
Interventions",8000.0,After School Interventions,8000.0,,,
Palo Alto Unified School District,chronic_absenteeism,Chronic Absenteeism & Attendance Recovery,1,1,1,618396.0,371037.6,3,3,0,0,0.0,0,0,0,0.0,"Attendance & chronic
absenteeism",618396.0,,0.0,"P5.A School attendance
rates for all students,
SED, and EL
Source: 5 Labs ""Overall
attendance rate""",,All -0.1%
Berryessa Union Elementary School District,family_community_engagement,Family & Community Engagement,1,13,6,608795.0,363723.0,0,0,0,0,0.0,0,0,0,0.0,"Parent Engagement -
Contract w/ Santa
Clara County Office
of Education
(SCCOE)",4540.0,"Parent Engagement -
Materials to support
workshops",3000.0,"School Site Council
(SSC) training,
representation and
participation",,
Oak Grove School District,ela_proficiency,ELA Proficiency & Literacy,0,2,1,472256.0,361172.2,0,0,0,0,0.0,0,0,0,0.0,"Special Education
Supplemental
Curriculum and
Training",152965.0,"Academic Language
Development through
the SEAL Model",319291.0,"ELA CA Dashboard
Indicator for Students
with Disabilities",,
Saratoga Union School District,college_career_readiness,"College, Career & Postsecondary Readiness",0,2,1,300337.0,270303.3,6,4,0,2,0.3333,1,1,0,0.0,"Mathematics - full
implementation
CCSS TK-8",269326.0,"Ensure safety and
good health practices",31011.0,"Other local measures,
including surveys of
pupils, parents, and
teachers on the sense of
safety and school
connectedness
Source: KELVIN and
CHKS survey tools",at_or_above_target,+5%
Cambrian School District,data_technology,Data Systems & Instructional Technology,0,9,0,457050.0,357345.0,0,0,0,0,0.0,0,0,0,0.0,"Advancing
Technology Priorities",0.0,"Targeted Expanded
Educational
Resources and
Digital Learning for
UPP",140000.0,,,
Orchard School District,school_climate_suspension,"School Climate, Behavior & Suspension",0,2,1,825000.0,165000.0,2,0,0,2,1.0,0,0,0,0.0,Small class sizes,690000.0,Support Staff,135000.0,Suspension Rates,,1.59% decrease in
Orchard School District,mtss_intervention,"MTSS, Tutoring & Targeted Intervention",1,3,0,560000.0,316500.0,0,0,0,0,0.0,0,0,0,0.0,"Expanded learning
opportunities to
support students",190000.0,Summer school,180000.0,,,
Fremont Union High School District,family_community_engagement,Family & Community Engagement,1,6,5,497950.75,208980.3,17,11,0,6,0.3529,1,1,0,0.0,Parent Education,60934.75,"Advisory Lessons -
Discontinued for 25-
26",0.0,"Increase to 100% the
number of
parents/guardians who",,CHS: -2%/+2%
Orchard School District,chronic_absenteeism,Chronic Absenteeism & Attendance Recovery,0,2,1,230000.0,94000.0,9,0,0,9,1.0,1,0,1,1.0,"Transportation
(aligned with DA
work)",220000.0,"School events:
health, wellness, and
community events
(aligned with DA
work)",10000.0,"Percentage of students
who are chronically
absent and percentage
of total district
attendance rate.",off_track,attendance. 1.47%
Palo Alto Unified School District,mental_health_wellness,"Mental Health, SEL & Wellness",1,2,0,492022.0,269330.4,0,0,0,0,0.0,0,0,0,0.0,Wellness,362608.0,"Social Emotional
Learning",129414.0,,,
Palo Alto Unified School District,mtss_intervention,"MTSS, Tutoring & Targeted Intervention",0,2,0,503761.0,263695.9,0,0,0,0,0.0,0,0,0,0.0,MTSS,124383.0,"Programs for
unduplicated pupils",379378.0,,,
Saratoga Union School District,family_community_engagement,Family & Community Engagement,1,8,6,215127.0,156278.9,11,7,2,2,0.1818,6,4,2,0.3333,Parent Committees,8100.0,"Parent Adult
Education",0.0,"Priority 3: Parental
Involvement and Family
Engagement
How the LEA will
determine the translation
needs of English learner
parents
Source: DELAC
meetings, parent/teacher
conferences",moving_away,0%
Orchard School District,mental_health_wellness,"Mental Health, SEL & Wellness",0,5,0,380000.0,236000.0,0,0,0,0,0.0,0,0,0,0.0,Counseling services,280000.0,"Student engagement
and self regulation
training",70000.0,,,
Campbell Union School District,ela_proficiency,ELA Proficiency & Literacy,0,5,6,372040.0,230696.0,0,0,0,0,0.0,3,3,0,0.0,"Reading Intervention
Teacher",228143.0,"Web-based
Math/Reading
Programs and
Assessments",26000.0,"Literacy: Increase the
number of 3rd and 6th
grade students who
are above or near
standard in the
Reading Claim area
on the annual SBAC
assessment by 3%
annually.",,
Evergreen Elementary School District Board of Trustees,mental_health_wellness,"Mental Health, SEL & Wellness",0,2,0,889363.0,227872.6,0,0,0,0,0.0,0,0,0,0.0,"SSW Interns and
Counseling Interns",125000.0,"Create a safe and
caring climate",764363.0,,,
Berryessa Union Elementary School District,data_technology,Data Systems & Instructional Technology,0,4,0,240575.0,216517.5,0,0,0,0,0.0,0,0,0,0.0,Technology support,139575.0,Illuminate,62000.0,,,
Fremont Union High School District,graduation_credit_recovery,"Graduation, Credit Recovery & Alternative Pathways",1,1,1,196509.0,117905.4,11,2,0,9,0.8182,0,0,0,0.0,Student Support,196509.0,,0.0,"By student group,
decrease the dropout
rate.",,+6.1%
Los Altos Elementary School District,mental_health_wellness,"Mental Health, SEL & Wellness",0,2,1,349447.0,209668.2,6,6,0,0,0.0,0,0,0,0.0,"SOCIAL
EMOTIONAL",302278.0,"PARENT
INPUT/FEEDBACK
(Priority 3A/B/C)",47169.0,"SOCIAL-EMOTIONAL
LEARNING
Student Social
Emotional Learning TSE
survey results (Priority
6C)",,Spring 2025:
Campbell Union High School District,data_technology,Data Systems & Instructional Technology,0,1,0,379000.0,208450.0,0,0,0,0,0.0,0,0,0,0.0,"Equitable School
Access",379000.0,,0.0,,,
Palo Alto Unified School District,math_proficiency,Math Proficiency,0,1,1,248316.0,99326.4,2,0,0,2,1.0,0,0,0,0.0,"Middle school
mathematics",248316.0,,0.0,"P4.H Percentage of 11th
grade students in the
“Standard Exceeded”
level on the Smarter
Balanced Summative
ELA and Math
Assessments
Source: CAASPP
website",,-1.6% ELA
East Side Union High School District,chronic_absenteeism,Chronic Absenteeism & Attendance Recovery,0,6,1,463514.0,190345.1,2,2,0,0,0.0,0,0,0,0.0,Child Welfare & Attendance Support,372049.0,Attendance Support through Family Engage,25000.0,"District P2
attendance rate",,2025-26 Update
East Side Union High School District,math_proficiency,Math Proficiency,3,5,2,301500.0,184225.0,2,2,0,0,0.0,0,0,0,0.0,"Professional Development for Mathematics, Science,
and English Language Arts teachers",40000.0,"High-dosage tutoring for students by subject area
with a focus on Math and English Language Arts",159000.0,"CAASPP Math
scores >=3 (% of
students meeting
and Exceeding
Standard)",,of the 2026-27
Los Altos Elementary School District,college_career_readiness,"College, Career & Postsecondary Readiness",0,1,0,302278.0,181366.8,0,0,0,0,0.0,0,0,0,0.0,"SOCIAL
EMOTIONAL",302278.0,,0.0,,,
Loma Prieta Joint Union School District,math_proficiency,Math Proficiency,1,4,5,195963.0,90383.05,0,0,0,0,0.0,1,0,1,1.0,"Math intervention
support",64601.0,"Targeted Math &
Reading supports",68162.0,"% of students with
access to Algebra and
Geometry",moving_away,
Union Elementary School District,data_technology,Data Systems & Instructional Technology,0,4,0,313071.0,172189.05,0,0,0,0,0.0,0,0,0,0.0,"Digital Citizenship,
Safety and Balance
of Technology Use",8000.0,"Digital Citizenship,
Safety and Balance of
Technology Use",8000.0,,,
East Side Union High School District,ela_proficiency,ELA Proficiency & Literacy,4,5,2,269297.0,171468.8,2,2,0,0,0.0,0,0,0,0.0,"High-dosage tutoring for students by subject area
with a focus on Math and English Language Arts",159000.0,"Professional Development for Mathematics, Science,
and English Language Arts teachers",40000.0,"CAASPP ELA
scores >=3 (% of
students meeting
and Exceeding
Standard)",,of the 2026-27
Loma Prieta Joint Union School District,data_technology,Data Systems & Instructional Technology,0,3,0,263700.0,145060.0,0,0,0,0,0.0,0,0,0,0.0,"Improve technology
access",200000.0,"Course
access/instructional
materilals",63200.0,,,
Orchard School District,english_learner_progress,English Learner Progress & Reclassification,0,7,1,336000.0,143500.0,1,1,0,0,0.0,0,0,0,0.0,"Devices to support
English Learners
including newcomers
(aligned with DA
work)",35000.0,"Devices to support
English Learners
including newcomers
(aligned with DA work)",35000.0,"Percent of students who
made progress towards
English language
proficiency by advancing
at least one English
Learner Progress
Indicator (ELPI) level or
maintaining ELPI level 4.",,students by 6.9%.
Campbell Union School District,mental_health_wellness,"Mental Health, SEL & Wellness",1,4,0,192150.0,140373.8,0,0,0,0,0.0,0,0,0,0.0,School Counselor,130134.0,"PBIS and SEL
Materials and
Supplies",5000.0,,,
Oak Grove School District,math_proficiency,Math Proficiency,0,1,1,152965.0,137668.5,0,0,0,0,0.0,0,0,0,0.0,"Special Education
Supplemental
Curriculum and
Training",152965.0,,0.0,"SBAC Math State
Assessment",,
Union Elementary School District,chronic_absenteeism,Chronic Absenteeism & Attendance Recovery,0,3,1,166141.0,104084.6,7,5,0,2,0.2857,1,1,0,0.0,"Increase Student
Attendance",88000.0,Community Liaison,48327.0,"Chronic absenteeism
rates",at_or_above_target,All students: -4.2%
Campbell Union School District,school_climate_suspension,"School Climate, Behavior & Suspension",0,5,2,150861.0,66002.65,0,0,0,0,0.0,1,0,1,1.0,"Campus PBIS
Support and
Supervisor",57414.0,"PBIS and SEL
Materials and
Supplies",5000.0,"Increase favorable
response to Emotional
Regulation (grades 3-
8) and Sense of
Belonging (grades 6-
8) in Fall 2021
Panorama Survey to
80% (12% annually).",off_track,
Evergreen Elementary School District Board of Trustees,data_technology,Data Systems & Instructional Technology,0,1,0,185551.0,129885.7,0,0,0,0,0.0,0,0,0,0.0,"Maintain Educational
Tech TOSA",185551.0,,0.0,,,
Campbell Union High School District,special_education_inclusion,Special Education & Inclusion,0,6,3,107078.0,64642.9,27,14,0,13,0.4815,2,1,1,0.5,"Special Education
Course Alignment
and Interventions",10000.0,"Special Education
Course Alignment and
Interventions",10000.0,"State Priority 4H.
CAASPP Percent
Meets/Exceeds (EAP
Conditionally College
Ready) in English
language arts and math",moving_away,All Students: -0.7%
Cambrian School District,graduation_credit_recovery,"Graduation, Credit Recovery & Alternative Pathways",0,1,1,140000.0,126000.0,1,0,1,0,0.0,0,0,0,0.0,"Targeted Expanded
Educational
Resources and
Digital Learning for
UPP",140000.0,,0.0,"Number of Middle
School Dropouts",,0
Campbell Union High School District,school_climate_suspension,"School Climate, Behavior & Suspension",1,3,3,106172.0,64968.8,17,8,2,7,0.4118,2,1,1,0.5,"Anti-Bias and
Restorative Practices
Training",50000.0,"Restorative Practices
and Anti-Bias
Professional
Development",25000.0,"State Priority 6C.
Surveys of pupils,
parents, and teachers on
the sense of safety and
school connectedness
(WestEd CalSCHLS
Surveys including
California Healthy Kids
Survey)",off_track,2%
Los Altos Elementary School District,chronic_absenteeism,Chronic Absenteeism & Attendance Recovery,0,1,1,109113.0,43645.2,19,4,2,13,0.6842,1,0,1,1.0,"STUDENT
ATTENDANCE",109113.0,,0.0,"ATTENDANCE
Student attendance
rates
(Priority 5A)
Chronic absenteeism
rates
(Priority 5B)
Middle school drop out
rates
(Priority 5C)",moving_away,-2% EOY
Palo Alto Unified School District,data_technology,Data Systems & Instructional Technology,0,1,0,124383.0,111944.7,0,0,0,0,0.0,0,0,0,0.0,MTSS,124383.0,,0.0,,,
Loma Prieta Joint Union School District,mtss_intervention,"MTSS, Tutoring & Targeted Intervention",0,3,0,168959.0,109823.35,0,0,0,0,0.0,0,0,0,0.0,"Reading intervention
support",104358.0,"Math intervention
support",64601.0,,,
Los Gatos-Saratoga Union High School District,data_technology,Data Systems & Instructional Technology,0,3,0,128000.0,105750.0,0,0,0,0,0.0,0,0,0,0.0,Infrastructure,54000.0,Human Resources,47000.0,,,
Union Elementary School District,family_community_engagement,Family & Community Engagement,1,5,3,105068.0,60240.8,5,4,0,1,0.2,2,1,1,0.5,Parent Education,12927.0,Communication,14000.0,Parent Survey,moving_away,1%
Evergreen Elementary School District Board of Trustees,school_climate_suspension,"School Climate, Behavior & Suspension",0,4,1,278364.0,96345.6,1,1,0,0,0.0,0,0,0,0.0,"Professional
Development for
behavior supports",50000.0,"Attendance and re-
engagement",78364.0,"Percentage of parents
reporting sense of safety
and school
connectedness
(Staff and Community
Engagement Feedback
Survey)",,+25.72%
Los Gatos Union Elementary School District,english_learner_progress,English Learner Progress & Reclassification,0,4,2,267643.0,64053.6,2,1,0,1,0.5,1,1,0,0.0,"Elementary ELD
Teacher",206955.0,"Middle school ELD
teacher",39188.0,"Priority 3B:
Participation in the
Expanded Learning
Opportunities Program
(ELOP) for Low Income,
English Learner, and
Foster Youth students.",,-8%
Franklin-McKinley Elementary School District,school_climate_suspension,"School Climate, Behavior & Suspension",0,4,4,144139.0,94640.35,0,0,0,0,0.0,0,0,0,0.0,"Supporting the Whole
Child: Professional
Development
Targeted Strategies
(SCG)",19000.0,"Supporting the Whole
Child: Coordinated
Services",0.0,"School Climate: Priority
6.C
Percentage of students
in grades 3-8 answering
favorably to feeling a
sense of belonging
(School
Connectedness).
Data Source: Panorama
Survey",,
Evergreen Elementary School District Board of Trustees,family_community_engagement,Family & Community Engagement,1,2,10,180000.0,51000.0,28,22,0,6,0.2143,7,3,4,0.5714,"Parent University
classes",150000.0,"Create Equitable
Actions and Policies",30000.0,"Priority 6.C: Community
Engagement Feedback
Survey (Engagement)
Percentage of parents
reporting they/their
family feel involved in
school life at their child's
school",moving_away,-0.40%
Oak Grove School District,chronic_absenteeism,Chronic Absenteeism & Attendance Recovery,0,3,1,226232.0,90492.8,0,0,0,0,0.0,0,0,0,0.0,"Central Office Support
for Foster Youth,
Homeless Youth,
English Learners,
Socioeconomically
Disadvantaged Students
in Areas of Attendance,
Safety and Physical
Health",109866.0,"Central Office Support for
Foster Youth, Homeless
Youth, English Learners,
Socioeconomically
Disadvantaged Students in
Areas of Attendance, Safety
and Physical Health",109866.0,"CA Dashboard Chronic
Absenteeism",,
Loma Prieta Joint Union School District,ela_proficiency,ELA Proficiency & Literacy,1,4,7,172520.0,81465.1,0,0,0,0,0.0,0,0,0,0.0,"Reading intervention
support",104358.0,"Targeted Math &
Reading supports",68162.0,"Fountas and Pinnell
Reading Assessment",,
Campbell Union School District,math_proficiency,Math Proficiency,0,2,4,101777.0,63555.05,0,0,0,0,0.0,2,2,0,0.0,"Web-based
Math/Reading
Programs and
Assessments",26000.0,"Targeted
Interventions",75777.0,"English Language
Arts and Mathematics:
Increase the percent
of Overall students
proficient on SBAC
Math and ELA by 3%
annually.
Increase the percent
of Black/African
American,
Hispanic/Latino, SED,
and EL students
proficient on SBAC
ELA and Math by 5%
annually.",,
Los Altos Elementary School District,school_climate_suspension,"School Climate, Behavior & Suspension",1,1,2,109113.0,43645.2,5,2,1,2,0.4,0,0,0,0.0,"SUSPENSION/EXPU
LSION",109113.0,,0.0,"SUSPENSION/EXPULSI
ON",,- +0.1%
Evergreen Elementary School District Board of Trustees,college_career_readiness,"College, Career & Postsecondary Readiness",0,3,2,189796.0,54918.4,5,5,0,0,0.0,1,1,0,0.0,"Parent University
classes",150000.0,"Create Equitable
Actions and Policies",30000.0,"Percentage of parents
reporting sense of safety
and school
connectedness
(Staff and Community
Engagement Feedback
Survey)",,+25.72%
Lakeside Joint School District,school_climate_suspension,"School Climate, Behavior & Suspension",0,16,3,59750.0,38525.0,3,2,0,1,0.3333,1,1,0,0.0,"Positive Behavioral
Interventions and
Supports (PBIS) and
Multi-Tiered System
of Supports (MTSS)
Implementation",8000.0,"Positive Behavioral
Interventions and
Supports (PBIS) and
Multi-Tiered System of
Supports (MTSS)
Implementation",8000.0,Suspension Rate,,Difference of 1.5%
Los Gatos Union Elementary School District,chronic_absenteeism,Chronic Absenteeism & Attendance Recovery,0,7,1,40000.0,36000.0,8,5,0,3,0.375,1,1,0,0.0,"Monthly attendance
data review",0.0,"Identify students at
risk of chronic
absenteeism with
monthly data reviews",0.0,"Priority 5B:
CA School Dashboard
chronic absenteeism
rates",at_or_above_target,Baseline - Year 1
Los Altos Elementary School District,family_community_engagement,Family & Community Engagement,1,2,2,87919.0,44601.4,4,2,2,0,0.0,1,1,0,0.0,"PARENT
INPUT/FEEDBACK
(Priority 3A/B/C)",47169.0,"PARENT
ENGAGEMENT",40750.0,"PARENT
ENGAGEMENT",,+219 hours
Orchard School District,data_technology,Data Systems & Instructional Technology,0,2,0,70000.0,38500.0,0,0,0,0,0.0,0,0,0,0.0,"Devices to support
English Learners
including newcomers
(aligned with DA
work)",35000.0,"Devices to support
English Learners
including newcomers
(aligned with DA work)",35000.0,,,
Los Gatos Union Elementary School District,graduation_credit_recovery,"Graduation, Credit Recovery & Alternative Pathways",0,1,0,40000.0,36000.0,0,0,0,0,0.0,0,0,0,0.0,"Continue to enforce
attendance policy",40000.0,,0.0,,,
Campbell Union School District,family_community_engagement,Family & Community Engagement,1,4,6,55771.0,30674.05,0,0,0,0,0.0,1,1,0,0.0,"Family Engagement
and Learning",1500.0,"Family Engagement and
Learning",0.0,"School Site Council
(SSC) and English
Learner Advisory
Committees (ELAC) at
each CUSD school
completed the LCFF
Priority 3 self-
reflection tool in April
and May 2021
resulting in a status of
""Met"" on the 2021
California School
Dashboard.",at_or_above_target,
Lakeside Joint School District,mtss_intervention,"MTSS, Tutoring & Targeted Intervention",0,11,3,45000.0,29250.0,0,0,0,0,0.0,0,0,0,0.0,"Positive Behavioral
Interventions and
Supports (PBIS) and
Multi-Tiered System
of Supports (MTSS)
Implementation",8000.0,"Positive Behavioral
Interventions and
Supports (PBIS) and
Multi-Tiered System of
Supports (MTSS)
Implementation",8000.0,"assessments, and/or any
other appropriate
progress monitoring
assessments.",,
Los Gatos Union Elementary School District,school_climate_suspension,"School Climate, Behavior & Suspension",0,8,0,41500.0,27050.0,0,0,0,0,0.0,0,0,0,0.0,"Further work in
Restorative Practices",0.0,"Suspension rate
review",0.0,,,
Los Gatos-Saratoga Union High School District,school_climate_suspension,"School Climate, Behavior & Suspension",0,1,4,27000.0,17550.0,25,14,0,11,0.44,2,2,0,0.0,"Multi-Tiered System
of Supports (MTSS)",27000.0,,0.0,"Suspension Rates
Source: DataQuest,
Suspension and
Expulsion Data report,
Suspension Rate
(Required Metric, State
Priority 6)",,Year 1
Lakeside Joint School District,mental_health_wellness,"Mental Health, SEL & Wellness",0,5,1,51000.0,24100.0,0,0,0,0,0.0,0,0,0,0.0,"Communicate safety
plans",1000.0,"Teach and implement
Social and Emotional
Learning tools with
fidelity",32000.0,"Strengths and Difficulties
Questionnaire (SDQ)
administered twice
yearly to determine
student psychological
attributes/mental health.",,
Los Gatos Union Elementary School District,data_technology,Data Systems & Instructional Technology,0,1,0,25000.0,22500.0,0,0,0,0,0.0,0,0,0,0.0,"Literacy universal
screening",25000.0,,0.0,,,
Loma Prieta Joint Union School District,mental_health_wellness,"Mental Health, SEL & Wellness",1,4,0,69092.0,20018.4,0,0,0,0,0.0,0,0,0,0.0,"Targeted counseling
for attendance",15000.0,"School-based
counseling/support
services",0.0,,,
Loma Prieta Joint Union School District,chronic_absenteeism,Chronic Absenteeism & Attendance Recovery,0,4,4,40656.0,19262.4,0,0,0,0,0.0,1,1,0,0.0,"Targeted counseling
for attendance",15000.0,Attendance Intiatives,0.0,"Chronic absenteeism
rates",,
Mt. Pleasant Elementary School District (MPESD),graduation_credit_recovery,"Graduation, Credit Recovery & Alternative Pathways",0,1,1,15000.0,10500.0,2,1,0,1,0.5,1,1,0,0.0,"AVID Implementation
and Professional
Development",15000.0,,0.0,"Pupil Engagement:
Middle School Dropout
Rate",at_or_above_target,-9% (Decreased
Lakeside Joint School District,english_learner_progress,English Learner Progress & Reclassification,0,2,2,28000.0,15100.0,3,3,0,0,0.0,0,0,0,0.0,"English Language
Learners",15000.0,"Promote critical
thinking and civic
responsibility through
classroom instruction",13000.0,"English Learners will, be
reclassified RFEP as
measured by the annual
ELPAC assessment,
and/or the Benchmark
Advanced ELA
assessments, and/or the
Writing By Design",,was 37.5% in
Los Gatos Union Elementary School District,special_education_inclusion,Special Education & Inclusion,0,2,0,20000.0,14000.0,0,0,0,0,0.0,0,0,0,0.0,"Provide parent
education
opportunities through
workshops and
services",20000.0,"Professional
development for staff",0.0,,,
Campbell Union School District,data_technology,Data Systems & Instructional Technology,0,1,0,34120.0,13648.0,0,0,0,0,0.0,0,0,0,0.0,"Library and Media
Aide",34120.0,,0.0,,,
Los Gatos Union Elementary School District,mental_health_wellness,"Mental Health, SEL & Wellness",1,4,0,20000.0,12000.0,0,0,0,0,0.0,0,0,0,0.0,"Continue Social
Emotional Learning
(SEL) Programming
and Supports at both
Elementary and
Middle School",0.0,"Continue Social
Emotional Learning
(SEL) Programming and
Supports at both
Elementary and Middle
School",0.0,,,
Loma Prieta Joint Union School District,school_climate_suspension,"School Climate, Behavior & Suspension",1,4,1,53592.0,10718.4,0,0,0,0,0.0,0,0,0,0.0,"Student behavior
management/recogni
tion programs",0.0,"Behavioral support
staff",53592.0,Suspension rates,,
Loma Prieta Joint Union School District,special_education_inclusion,Special Education & Inclusion,0,4,2,53592.0,10718.4,0,0,0,0,0.0,0,0,0,0.0,"Behavioral support
staff",53592.0,Attendance Intiatives,0.0,"Broad course of study:
percentage of SWD
students spending
greater than 80% of",,
Los Gatos Union Elementary School District,college_career_readiness,"College, Career & Postsecondary Readiness",0,1,1,20000.0,8000.0,4,4,0,0,0.0,1,1,0,0.0,"Parent/Guardian
Feedback survey",20000.0,,0.0,"Priority 6C:
Percent of students who
state that they feel
connected to their
school.",at_or_above_target,2024-2025:
Loma Prieta Joint Union School District,family_community_engagement,Family & Community Engagement,2,3,5,11500.0,7900.0,0,0,0,0,0.0,0,0,0,0.0,"Parent/Community
Communication",8000.0,Loma Family System,0.0,"Parent participation
rates",,
Orchard School District,family_community_engagement,Family & Community Engagement,0,1,2,10000.0,6000.0,2,0,2,0,0.0,1,1,0,0.0,"School events:
health, wellness, and
community events
(aligned with DA
work)",10000.0,,0.0,"Parent Institute for
Quality Education
(PIQE): number of
parents completing the
program.",,No difference in
